"","run","condition","emo","cert","rt","trial","sub","acc","shock","control"
"1",1,"Uncontrollable Unpleasant",3,2,0,1,3,0,"Unpleasant","Uncontrollable"
"2",1,"Uncontrollable Perceptible",3,2,0,2,3,0,"Mild","Uncontrollable"
"3",1,"Controllable Unpleasant",4,3,0,3,3,0,"Unpleasant","Controllable"
"4",1,"Controllable Perceptible",2,3,0,4,3,0,"Mild","Controllable"
"5",1,"Controllable Unpleasant",3,3,0,5,3,0,"Unpleasant","Controllable"
"6",1,"Controllable Perceptible",2,3,0.7811535,6,3,1,"Mild","Controllable"
"7",1,"Uncontrollable Perceptible",2,3,0,7,3,0,"Mild","Uncontrollable"
"8",1,"Uncontrollable Unpleasant",2,3,0,8,3,0,"Unpleasant","Uncontrollable"
"9",1,"Uncontrollable Perceptible",1,3,0,9,3,0,"Mild","Uncontrollable"
"10",1,"Controllable Perceptible",1,3,0.9144185,10,3,1,"Mild","Controllable"
"11",1,"Uncontrollable Unpleasant",2,2,0,11,3,0,"Unpleasant","Uncontrollable"
"12",1,"Controllable Unpleasant",3,3,0,12,3,0,"Unpleasant","Controllable"
"13",2,"Controllable Perceptible",3,2,0,13,3,0,"Mild","Controllable"
"14",2,"Uncontrollable Unpleasant",2,2,0.9146405,14,3,1,"Unpleasant","Uncontrollable"
"15",2,"Controllable Unpleasant",1,3,0.8649577,15,3,1,"Unpleasant","Controllable"
"16",2,"Uncontrollable Perceptible",2,3,0,16,3,0,"Mild","Uncontrollable"
"17",2,"Uncontrollable Unpleasant",3,2,0.8317905,17,3,1,"Unpleasant","Uncontrollable"
"18",2,"Controllable Perceptible",2,2,0,18,3,0,"Mild","Controllable"
"19",2,"Controllable Unpleasant",1,3,0.9480171,19,3,1,"Unpleasant","Controllable"
"20",2,"Uncontrollable Perceptible",2,2,0.8817082,20,3,1,"Mild","Uncontrollable"
"21",2,"Uncontrollable Unpleasant",2,3,0.8650659,21,3,1,"Unpleasant","Uncontrollable"
"22",2,"Controllable Perceptible",3,3,0,22,3,0,"Mild","Controllable"
"23",2,"Uncontrollable Perceptible",1,3,0,23,3,0,"Mild","Uncontrollable"
"24",2,"Controllable Unpleasant",2,2,0.931801,24,3,1,"Unpleasant","Controllable"
"25",3,"Uncontrollable Perceptible",2,2,0,25,3,0,"Mild","Uncontrollable"
"26",3,"Controllable Unpleasant",3,3,0.8982087,26,3,1,"Unpleasant","Controllable"
"27",3,"Controllable Perceptible",1,3,0.8150424,27,3,1,"Mild","Controllable"
"28",3,"Uncontrollable Unpleasant",2,3,0,28,3,0,"Unpleasant","Uncontrollable"
"29",3,"Uncontrollable Unpleasant",2,2,0,29,3,0,"Unpleasant","Uncontrollable"
"30",3,"Uncontrollable Perceptible",2,2,0,30,3,0,"Mild","Uncontrollable"
"31",3,"Controllable Perceptible",1,3,0.9316613,31,3,1,"Mild","Controllable"
"32",3,"Controllable Unpleasant",3,2,0,32,3,0,"Unpleasant","Controllable"
"33",3,"Uncontrollable Unpleasant",2,3,0.9484405,33,3,1,"Unpleasant","Uncontrollable"
"34",3,"Controllable Unpleasant",2,3,0.8313653,34,3,1,"Unpleasant","Controllable"
"35",3,"Controllable Perceptible",1,3,0.8650438,35,3,1,"Mild","Controllable"
"36",3,"Uncontrollable Perceptible",2,3,0.9487407,36,3,1,"Mild","Uncontrollable"
"37",4,"Uncontrollable Perceptible",2,3,0,37,3,0,"Mild","Uncontrollable"
"38",4,"Controllable Unpleasant",3,2,0.7813513,38,3,1,"Unpleasant","Controllable"
"39",4,"Controllable Perceptible",3,3,0.8143069,39,3,1,"Mild","Controllable"
"40",4,"Uncontrollable Unpleasant",1,3,0.8308132,40,3,1,"Unpleasant","Uncontrollable"
"41",4,"Controllable Unpleasant",3,2,0.8479795,41,3,1,"Unpleasant","Controllable"
"42",4,"Uncontrollable Perceptible",1,3,0.9143519,42,3,1,"Mild","Uncontrollable"
"43",4,"Controllable Perceptible",2,3,0,43,3,0,"Mild","Controllable"
"44",4,"Uncontrollable Unpleasant",2,2,0.8149424,44,3,1,"Unpleasant","Uncontrollable"
"45",4,"Uncontrollable Unpleasant",3,3,0.8981136,45,3,1,"Unpleasant","Uncontrollable"
"46",4,"Uncontrollable Perceptible",1,3,0,46,3,0,"Mild","Uncontrollable"
"47",4,"Controllable Perceptible",3,2,0.8975711,47,3,1,"Mild","Controllable"
"48",4,"Controllable Unpleasant",3,3,0.8654668,48,3,1,"Unpleasant","Controllable"
"49",5,"Uncontrollable Perceptible",1,3,0,49,3,0,"Mild","Uncontrollable"
"50",5,"Uncontrollable Unpleasant",2,3,0.9315529,50,3,1,"Unpleasant","Uncontrollable"
"51",5,"Controllable Perceptible",2,3,0,51,3,0,"Mild","Controllable"
"52",5,"Controllable Unpleasant",3,3,0.8479278,52,3,1,"Unpleasant","Controllable"
"53",5,"Controllable Unpleasant",3,2,0.8153607,53,3,1,"Unpleasant","Controllable"
"54",5,"Controllable Perceptible",1,3,0.7640555,54,3,1,"Mild","Controllable"
"55",5,"Uncontrollable Unpleasant",3,2,0.8643595,55,3,1,"Unpleasant","Uncontrollable"
"56",5,"Uncontrollable Perceptible",1,3,0,56,3,0,"Mild","Uncontrollable"
"57",5,"Controllable Unpleasant",3,3,0.9316723,57,3,1,"Unpleasant","Controllable"
"58",5,"Uncontrollable Unpleasant",3,3,0.7816503,58,3,1,"Unpleasant","Uncontrollable"
"59",5,"Uncontrollable Perceptible",1,3,0.865194,59,3,1,"Mild","Uncontrollable"
"60",5,"Controllable Perceptible",2,3,0,60,3,0,"Mild","Controllable"
"61",6,"Uncontrollable Unpleasant",3,2,0,61,3,0,"Unpleasant","Uncontrollable"
"62",6,"Uncontrollable Perceptible",1,3,0.7152417,62,3,1,"Mild","Uncontrollable"
"63",6,"Controllable Unpleasant",3,3,0.9144631,63,3,1,"Unpleasant","Controllable"
"64",6,"Controllable Perceptible",2,3,0.8811114,64,3,1,"Mild","Controllable"
"65",6,"Controllable Unpleasant",3,3,0.8154462,65,3,1,"Unpleasant","Controllable"
"66",6,"Uncontrollable Unpleasant",2,3,0.881887,66,3,1,"Unpleasant","Uncontrollable"
"67",6,"Uncontrollable Perceptible",1,3,0,67,3,0,"Mild","Uncontrollable"
"68",6,"Controllable Perceptible",2,3,0.8647154,68,3,1,"Mild","Controllable"
"69",6,"Uncontrollable Perceptible",1,3,0.9152683,69,3,1,"Mild","Uncontrollable"
"70",6,"Controllable Perceptible",3,3,0.7977257,70,3,1,"Mild","Controllable"
"71",6,"Controllable Unpleasant",3,2,0.8478626,71,3,1,"Unpleasant","Controllable"
"72",6,"Uncontrollable Unpleasant",2,2,0.8482483,72,3,1,"Unpleasant","Uncontrollable"
"73",7,"Controllable Unpleasant",3,3,0.7650276,73,3,1,"Unpleasant","Controllable"
"74",7,"Uncontrollable Perceptible",1,2,0.9478569,74,3,1,"Mild","Uncontrollable"
"75",7,"Controllable Perceptible",1,3,0.8641851,75,3,1,"Mild","Controllable"
"76",7,"Uncontrollable Unpleasant",3,3,0,76,3,0,"Unpleasant","Uncontrollable"
"77",7,"Uncontrollable Unpleasant",3,2,0.7149749,77,3,1,"Unpleasant","Uncontrollable"
"78",7,"Uncontrollable Perceptible",2,1,0,78,3,0,"Mild","Uncontrollable"
"79",7,"Controllable Unpleasant",2,3,0.9484272,79,3,1,"Unpleasant","Controllable"
"80",7,"Controllable Perceptible",3,3,0,80,3,0,"Mild","Controllable"
"81",7,"Uncontrollable Perceptible",1,3,0.7320238,81,3,1,"Mild","Uncontrollable"
"82",7,"Uncontrollable Unpleasant",2,3,0.9310278,82,3,1,"Unpleasant","Uncontrollable"
"83",7,"Controllable Unpleasant",3,3,0.8986803,83,3,1,"Unpleasant","Controllable"
"84",7,"Controllable Perceptible",1,3,0,84,3,0,"Mild","Controllable"
"85",1,"Uncontrollable Perceptible",1,1,0,1,4,0,"Mild","Uncontrollable"
"86",1,"Controllable Unpleasant",2,2,0,2,4,0,"Unpleasant","Controllable"
"87",1,"Uncontrollable Unpleasant",2,2,0.9478984,3,4,1,"Unpleasant","Uncontrollable"
"88",1,"Controllable Perceptible",1,1,0,4,4,0,"Mild","Controllable"
"89",1,"Controllable Unpleasant",2,2,0,5,4,0,"Unpleasant","Controllable"
"90",1,"Controllable Perceptible",1,1,0,6,4,0,"Mild","Controllable"
"91",1,"Uncontrollable Perceptible",1,1,0,7,4,0,"Mild","Uncontrollable"
"92",1,"Uncontrollable Unpleasant",2,2,0,8,4,0,"Unpleasant","Uncontrollable"
"93",1,"Uncontrollable Unpleasant",2,2,0.8807864,9,4,1,"Unpleasant","Uncontrollable"
"94",1,"Controllable Unpleasant",2,2,0,10,4,0,"Unpleasant","Controllable"
"95",1,"Controllable Perceptible",1,1,0,11,4,0,"Mild","Controllable"
"96",1,"Uncontrollable Perceptible",1,1,0.9306521,12,4,1,"Mild","Uncontrollable"
"97",2,"Controllable Perceptible",1,1,0,13,4,0,"Mild","Controllable"
"98",2,"Uncontrollable Perceptible",1,1,0,14,4,0,"Mild","Uncontrollable"
"99",2,"Controllable Unpleasant",1,1,0.8815981,15,4,1,"Unpleasant","Controllable"
"100",2,"Uncontrollable Unpleasant",2,2,0,16,4,0,"Unpleasant","Uncontrollable"
"101",2,"Controllable Perceptible",1,1,0,17,4,0,"Mild","Controllable"
"102",2,"Uncontrollable Perceptible",1,1,0.8654447,18,4,1,"Mild","Uncontrollable"
"103",2,"Uncontrollable Unpleasant",2,2,0.8469525,19,4,1,"Unpleasant","Uncontrollable"
"104",2,"Controllable Unpleasant",2,2,0,20,4,0,"Unpleasant","Controllable"
"105",2,"Controllable Perceptible",1,1,0,21,4,0,"Mild","Controllable"
"106",2,"Controllable Unpleasant",1,1,0.8639532,22,4,1,"Unpleasant","Controllable"
"107",2,"Uncontrollable Unpleasant",2,2,0.913765,23,4,1,"Unpleasant","Uncontrollable"
"108",2,"Uncontrollable Perceptible",1,1,0,24,4,0,"Mild","Uncontrollable"
"109",3,"Uncontrollable Unpleasant",2,2,0.8815295,25,4,1,"Unpleasant","Uncontrollable"
"110",3,"Controllable Unpleasant",2,2,0,26,4,0,"Unpleasant","Controllable"
"111",3,"Controllable Perceptible",1,1,0.8476376,27,4,1,"Mild","Controllable"
"112",3,"Uncontrollable Perceptible",1,1,0,28,4,0,"Mild","Uncontrollable"
"113",3,"Controllable Perceptible",1,1,0,29,4,0,"Mild","Controllable"
"114",3,"Uncontrollable Perceptible",1,1,0.8483891,30,4,1,"Mild","Uncontrollable"
"115",3,"Controllable Unpleasant",1,1,0.9479416,31,4,1,"Unpleasant","Controllable"
"116",3,"Uncontrollable Unpleasant",2,2,0.863984,32,4,1,"Unpleasant","Uncontrollable"
"117",3,"Controllable Unpleasant",1,1,0.8485826,33,4,1,"Unpleasant","Controllable"
"118",3,"Uncontrollable Unpleasant",2,2,0.9483091,34,4,1,"Unpleasant","Uncontrollable"
"119",3,"Uncontrollable Perceptible",1,1,0.8651904,35,4,1,"Mild","Uncontrollable"
"120",3,"Controllable Perceptible",1,1,0,36,4,0,"Mild","Controllable"
"121",4,"Uncontrollable Perceptible",1,1,0,37,4,0,"Mild","Uncontrollable"
"122",4,"Controllable Perceptible",1,1,0.8816491,38,4,1,"Mild","Controllable"
"123",4,"Controllable Unpleasant",1,1,0.8144913,39,4,1,"Unpleasant","Controllable"
"124",4,"Uncontrollable Unpleasant",2,2,0,40,4,0,"Unpleasant","Uncontrollable"
"125",4,"Controllable Perceptible",1,1,0.8806695,41,4,1,"Mild","Controllable"
"126",4,"Controllable Unpleasant",2,2,0,42,4,0,"Unpleasant","Controllable"
"127",4,"Uncontrollable Unpleasant",2,2,0.930815,43,4,1,"Unpleasant","Uncontrollable"
"128",4,"Uncontrollable Perceptible",1,1,0.9320196,44,4,1,"Mild","Uncontrollable"
"129",4,"Controllable Unpleasant",1,1,0.8483,45,4,1,"Unpleasant","Controllable"
"130",4,"Uncontrollable Unpleasant",2,2,0.7803784,46,4,1,"Unpleasant","Uncontrollable"
"131",4,"Uncontrollable Perceptible",1,1,0.7977628,47,4,1,"Mild","Uncontrollable"
"132",4,"Controllable Perceptible",1,1,0,48,4,0,"Mild","Controllable"
"133",5,"Controllable Perceptible",1,1,0,49,4,0,"Mild","Controllable"
"134",5,"Uncontrollable Perceptible",1,1,0.8481815,50,4,1,"Mild","Uncontrollable"
"135",5,"Controllable Unpleasant",1,1,0.8485775,51,4,1,"Unpleasant","Controllable"
"136",5,"Uncontrollable Unpleasant",2,2,0.797892,52,4,1,"Unpleasant","Uncontrollable"
"137",5,"Controllable Unpleasant",1,1,0.7473436,53,4,1,"Unpleasant","Controllable"
"138",5,"Uncontrollable Unpleasant",2,2,0,54,4,0,"Unpleasant","Uncontrollable"
"139",5,"Uncontrollable Perceptible",1,1,0.8811858,55,4,1,"Mild","Uncontrollable"
"140",5,"Controllable Perceptible",1,1,0.8815644,56,4,1,"Mild","Controllable"
"141",5,"Controllable Unpleasant",1,1,0.8639096,57,4,1,"Unpleasant","Controllable"
"142",5,"Uncontrollable Perceptible",1,1,0.8981103,58,4,1,"Mild","Uncontrollable"
"143",5,"Uncontrollable Unpleasant",2,2,0,59,4,0,"Unpleasant","Uncontrollable"
"144",5,"Controllable Perceptible",1,1,0.864476,60,4,1,"Mild","Controllable"
"145",6,"Uncontrollable Unpleasant",2,2,0.8975911,61,4,1,"Unpleasant","Uncontrollable"
"146",6,"Controllable Unpleasant",1,1,0.8650375,62,4,1,"Unpleasant","Controllable"
"147",6,"Controllable Perceptible",1,1,0.8976661,63,4,1,"Mild","Controllable"
"148",6,"Uncontrollable Perceptible",1,1,0.8651239,64,4,1,"Mild","Uncontrollable"
"149",6,"Controllable Perceptible",1,1,0,65,4,0,"Mild","Controllable"
"150",6,"Uncontrollable Unpleasant",2,2,0.8473243,66,4,1,"Unpleasant","Uncontrollable"
"151",6,"Uncontrollable Perceptible",1,1,0.7488043,67,4,1,"Mild","Uncontrollable"
"152",6,"Controllable Unpleasant",1,1,0.8320538,68,4,1,"Unpleasant","Controllable"
"153",6,"Controllable Unpleasant",1,1,0,69,4,0,"Unpleasant","Controllable"
"154",6,"Controllable Perceptible",1,1,0.7653804,70,4,1,"Mild","Controllable"
"155",6,"Uncontrollable Unpleasant",2,2,0,71,4,0,"Unpleasant","Uncontrollable"
"156",6,"Uncontrollable Perceptible",1,1,0.7813102,72,4,1,"Mild","Uncontrollable"
"157",7,"Uncontrollable Unpleasant",2,2,0.8313828,73,4,1,"Unpleasant","Uncontrollable"
"158",7,"Controllable Unpleasant",1,1,0.8146951,74,4,1,"Unpleasant","Controllable"
"159",7,"Uncontrollable Perceptible",1,1,0.8639187,75,4,1,"Mild","Uncontrollable"
"160",7,"Controllable Perceptible",1,1,0,76,4,0,"Mild","Controllable"
"161",7,"Uncontrollable Unpleasant",2,2,0,77,4,0,"Unpleasant","Uncontrollable"
"162",7,"Uncontrollable Perceptible",1,1,0,78,4,0,"Mild","Uncontrollable"
"163",7,"Controllable Unpleasant",2,2,0,79,4,0,"Unpleasant","Controllable"
"164",7,"Controllable Perceptible",1,0,0.8140166,80,4,1,"Mild","Controllable"
"165",7,"Controllable Unpleasant",1,1,0.7980968,81,4,1,"Unpleasant","Controllable"
"166",7,"Uncontrollable Unpleasant",2,2,0.7805775,82,4,1,"Unpleasant","Uncontrollable"
"167",7,"Uncontrollable Perceptible",1,1,0.7485259,83,4,1,"Mild","Uncontrollable"
"168",7,"Controllable Perceptible",1,1,0.8487956,84,4,1,"Mild","Controllable"
"169",1,"Uncontrollable Unpleasant",2,4,0,1,6,0,"Unpleasant","Uncontrollable"
"170",1,"Uncontrollable Perceptible",2,4,0,2,6,0,"Mild","Uncontrollable"
"171",1,"Controllable Perceptible",1,4,0,3,6,0,"Mild","Controllable"
"172",1,"Controllable Unpleasant",2,4,0,4,6,0,"Unpleasant","Controllable"
"173",1,"Uncontrollable Perceptible",4,1,0,5,6,0,"Mild","Uncontrollable"
"174",1,"Controllable Perceptible",1,4,0,6,6,0,"Mild","Controllable"
"175",1,"Controllable Unpleasant",2,4,0,7,6,0,"Unpleasant","Controllable"
"176",1,"Uncontrollable Unpleasant",2,4,0,8,6,0,"Unpleasant","Uncontrollable"
"177",1,"Uncontrollable Perceptible",2,4,0,9,6,0,"Mild","Uncontrollable"
"178",1,"Controllable Unpleasant",1,4,0,10,6,0,"Unpleasant","Controllable"
"179",1,"Uncontrollable Unpleasant",2,4,0,11,6,0,"Unpleasant","Uncontrollable"
"180",1,"Controllable Perceptible",1,4,0.8647658,12,6,1,"Mild","Controllable"
"181",2,"Uncontrollable Perceptible",1,4,0.8478253,13,6,1,"Mild","Uncontrollable"
"182",2,"Controllable Unpleasant",2,4,0.9145481,14,6,1,"Unpleasant","Controllable"
"183",2,"Uncontrollable Unpleasant",3,4,0,15,6,0,"Unpleasant","Uncontrollable"
"184",2,"Controllable Perceptible",1,4,0.9480332,16,6,1,"Mild","Controllable"
"185",2,"Controllable Perceptible",1,4,0.8471363,17,6,1,"Mild","Controllable"
"186",2,"Uncontrollable Unpleasant",3,4,0.8311139,18,6,1,"Unpleasant","Uncontrollable"
"187",2,"Uncontrollable Perceptible",2,4,0.9655171,19,6,1,"Mild","Uncontrollable"
"188",2,"Controllable Unpleasant",2,4,0.9306057,20,6,1,"Unpleasant","Controllable"
"189",2,"Controllable Perceptible",3,4,0,21,6,0,"Mild","Controllable"
"190",2,"Uncontrollable Unpleasant",2,4,0.7144176,22,6,1,"Unpleasant","Uncontrollable"
"191",2,"Uncontrollable Perceptible",1,4,0.7979914,23,6,1,"Mild","Uncontrollable"
"192",2,"Controllable Unpleasant",2,4,0.8485752,24,6,1,"Unpleasant","Controllable"
"193",3,"Controllable Perceptible",3,4,0.8809719,25,6,1,"Mild","Controllable"
"194",3,"Uncontrollable Unpleasant",2,4,0,26,6,0,"Unpleasant","Uncontrollable"
"195",3,"Controllable Unpleasant",3,4,0.9474632,27,6,1,"Unpleasant","Controllable"
"196",3,"Uncontrollable Perceptible",2,4,0,28,6,0,"Mild","Uncontrollable"
"197",3,"Controllable Unpleasant",3,4,0.8140145,29,6,1,"Unpleasant","Controllable"
"198",3,"Uncontrollable Unpleasant",2,4,0,30,6,0,"Unpleasant","Uncontrollable"
"199",3,"Uncontrollable Perceptible",2,4,0.7309109,31,6,1,"Mild","Uncontrollable"
"200",3,"Controllable Perceptible",2,4,0.914033,32,6,1,"Mild","Controllable"
"201",3,"Controllable Perceptible",2,4,0.8814063,33,6,1,"Mild","Controllable"
"202",3,"Controllable Unpleasant",2,4,0.7811198,34,6,1,"Unpleasant","Controllable"
"203",3,"Uncontrollable Unpleasant",2,4,0,35,6,0,"Unpleasant","Uncontrollable"
"204",3,"Uncontrollable Perceptible",1,4,0,36,6,0,"Mild","Uncontrollable"
"205",4,"Controllable Perceptible",2,4,0.9146754,37,6,1,"Mild","Controllable"
"206",4,"Controllable Unpleasant",3,4,0,38,6,0,"Unpleasant","Controllable"
"207",4,"Uncontrollable Perceptible",1,4,0,39,6,0,"Mild","Uncontrollable"
"208",4,"Uncontrollable Unpleasant",2,4,0.7308492,40,6,1,"Unpleasant","Uncontrollable"
"209",4,"Controllable Unpleasant",3,4,0.7649306,41,6,1,"Unpleasant","Controllable"
"210",4,"Controllable Perceptible",2,4,0,42,6,0,"Mild","Controllable"
"211",4,"Uncontrollable Perceptible",2,4,0,43,6,0,"Mild","Uncontrollable"
"212",4,"Uncontrollable Unpleasant",2,4,0.8819306,44,6,1,"Unpleasant","Uncontrollable"
"213",4,"Controllable Perceptible",3,4,0.8145827,45,6,1,"Mild","Controllable"
"214",4,"Controllable Unpleasant",3,4,0,46,6,0,"Unpleasant","Controllable"
"215",4,"Uncontrollable Unpleasant",2,4,0,47,6,0,"Unpleasant","Uncontrollable"
"216",4,"Uncontrollable Perceptible",1,4,0,48,6,0,"Mild","Uncontrollable"
"217",5,"Controllable Unpleasant",3,4,0.7644156,49,6,1,"Unpleasant","Controllable"
"218",5,"Controllable Perceptible",2,4,0.7145239,50,6,1,"Mild","Controllable"
"219",5,"Uncontrollable Unpleasant",3,4,0,51,6,0,"Unpleasant","Uncontrollable"
"220",5,"Uncontrollable Perceptible",1,4,0,52,6,0,"Mild","Uncontrollable"
"221",5,"Controllable Perceptible",3,4,0.8817706,53,6,1,"Mild","Controllable"
"222",5,"Controllable Unpleasant",3,4,0.6143348,54,6,1,"Unpleasant","Controllable"
"223",5,"Uncontrollable Perceptible",1,4,0.8477861,55,6,1,"Mild","Uncontrollable"
"224",5,"Uncontrollable Unpleasant",3,4,0.7487278,56,6,1,"Unpleasant","Uncontrollable"
"225",5,"Uncontrollable Unpleasant",2,4,0.7144436,57,6,1,"Unpleasant","Uncontrollable"
"226",5,"Uncontrollable Perceptible",2,4,0,58,6,0,"Mild","Uncontrollable"
"227",5,"Controllable Unpleasant",2,4,0.7975705,59,6,1,"Unpleasant","Controllable"
"228",5,"Controllable Perceptible",2,4,0,60,6,0,"Mild","Controllable"
"229",6,"Controllable Perceptible",2,4,0,61,6,0,"Mild","Controllable"
"230",6,"Uncontrollable Unpleasant",3,4,0,62,6,0,"Unpleasant","Uncontrollable"
"231",6,"Uncontrollable Perceptible",1,4,0.7644768,63,6,1,"Mild","Uncontrollable"
"232",6,"Controllable Unpleasant",3,4,0.7642725,64,6,1,"Unpleasant","Controllable"
"233",6,"Uncontrollable Unpleasant",3,4,0,65,6,0,"Unpleasant","Uncontrollable"
"234",6,"Uncontrollable Perceptible",1,4,0,66,6,0,"Mild","Uncontrollable"
"235",6,"Controllable Perceptible",2,4,0.5814236,67,6,1,"Mild","Controllable"
"236",6,"Controllable Unpleasant",3,4,0.8472606,68,6,1,"Unpleasant","Controllable"
"237",6,"Controllable Perceptible",2,4,0,69,6,0,"Mild","Controllable"
"238",6,"Controllable Unpleasant",3,4,0.8981983,70,6,1,"Unpleasant","Controllable"
"239",6,"Uncontrollable Perceptible",2,4,0,71,6,0,"Mild","Uncontrollable"
"240",6,"Uncontrollable Unpleasant",2,4,0,72,6,0,"Unpleasant","Uncontrollable"
"241",7,"Uncontrollable Unpleasant",2,4,0,73,6,0,"Unpleasant","Uncontrollable"
"242",7,"Controllable Unpleasant",2,4,0,74,6,0,"Unpleasant","Controllable"
"243",7,"Uncontrollable Perceptible",1,4,0,75,6,0,"Mild","Uncontrollable"
"244",7,"Controllable Perceptible",2,4,0.7648645,76,6,1,"Mild","Controllable"
"245",7,"Controllable Perceptible",2,4,0.6479104,77,6,1,"Mild","Controllable"
"246",7,"Uncontrollable Unpleasant",2,4,0.7644561,78,6,1,"Unpleasant","Uncontrollable"
"247",7,"Uncontrollable Perceptible",2,4,0,79,6,0,"Mild","Uncontrollable"
"248",7,"Controllable Unpleasant",3,4,0.697554,80,6,1,"Unpleasant","Controllable"
"249",7,"Controllable Perceptible",2,4,0.6975359,81,6,1,"Mild","Controllable"
"250",7,"Uncontrollable Perceptible",2,4,0,82,6,0,"Mild","Uncontrollable"
"251",7,"Uncontrollable Unpleasant",3,4,0.7317901,83,6,1,"Unpleasant","Uncontrollable"
"252",7,"Controllable Unpleasant",3,4,0,84,6,0,"Unpleasant","Controllable"
"253",1,"Controllable Unpleasant",0,1,0.9474157,1,8,1,"Unpleasant","Controllable"
"254",1,"Controllable Perceptible",1,2,0,2,8,0,"Mild","Controllable"
"255",1,"Uncontrollable Perceptible",1,4,0.8304858,3,8,1,"Mild","Uncontrollable"
"256",1,"Uncontrollable Unpleasant",3,4,0.964171,4,8,1,"Unpleasant","Uncontrollable"
"257",1,"Controllable Perceptible",3,4,0.8810049,5,8,1,"Mild","Controllable"
"258",1,"Controllable Unpleasant",4,4,0.8142652,6,8,1,"Unpleasant","Controllable"
"259",1,"Uncontrollable Perceptible",1,4,0.9141775,7,8,1,"Mild","Uncontrollable"
"260",1,"Uncontrollable Unpleasant",3,3,0,8,8,0,"Unpleasant","Uncontrollable"
"261",1,"Controllable Unpleasant",4,4,0.9154203,9,8,1,"Unpleasant","Controllable"
"262",1,"Uncontrollable Perceptible",2,3,0,10,8,0,"Mild","Uncontrollable"
"263",1,"Controllable Perceptible",3,4,0.8976527,11,8,1,"Mild","Controllable"
"264",1,"Uncontrollable Unpleasant",2,3,0.7640352,12,8,1,"Unpleasant","Uncontrollable"
"265",2,"Uncontrollable Unpleasant",2,4,0.7810858,13,8,1,"Unpleasant","Uncontrollable"
"266",2,"Uncontrollable Perceptible",1,2,0.9141685,14,8,1,"Mild","Uncontrollable"
"267",2,"Controllable Unpleasant",3,2,0,15,8,0,"Unpleasant","Controllable"
"268",2,"Controllable Perceptible",3,3,0,16,8,0,"Mild","Controllable"
"269",2,"Uncontrollable Unpleasant",3,2,0.8647376,17,8,1,"Unpleasant","Uncontrollable"
"270",2,"Controllable Unpleasant",3,1,0,18,8,0,"Unpleasant","Controllable"
"271",2,"Uncontrollable Perceptible",1,2,0,19,8,0,"Mild","Uncontrollable"
"272",2,"Controllable Perceptible",3,2,0,20,8,0,"Mild","Controllable"
"273",2,"Uncontrollable Unpleasant",3,3,0,21,8,0,"Unpleasant","Uncontrollable"
"274",2,"Controllable Unpleasant",3,2,0,22,8,0,"Unpleasant","Controllable"
"275",2,"Uncontrollable Perceptible",3,2,0.7979082,23,8,1,"Mild","Uncontrollable"
"276",2,"Controllable Perceptible",0,0,0,24,8,0,"Mild","Controllable"
"277",3,"Controllable Unpleasant",3,2,0,25,8,0,"Unpleasant","Controllable"
"278",3,"Uncontrollable Perceptible",2,3,0.8139502,26,8,1,"Mild","Uncontrollable"
"279",3,"Controllable Perceptible",3,2,0.7806913,27,8,1,"Mild","Controllable"
"280",3,"Uncontrollable Unpleasant",2,3,0.7483856,28,8,1,"Unpleasant","Uncontrollable"
"281",3,"Controllable Unpleasant",4,3,0,29,8,0,"Unpleasant","Controllable"
"282",3,"Uncontrollable Perceptible",3,2,0.9141101,30,8,1,"Mild","Uncontrollable"
"283",3,"Controllable Perceptible",3,3,0,31,8,0,"Mild","Controllable"
"284",3,"Uncontrollable Unpleasant",2,3,0.8636909,32,8,1,"Unpleasant","Uncontrollable"
"285",3,"Uncontrollable Perceptible",1,2,0.8644185,33,8,1,"Mild","Uncontrollable"
"286",3,"Controllable Perceptible",1,2,0,34,8,0,"Mild","Controllable"
"287",3,"Controllable Unpleasant",3,3,0,35,8,0,"Unpleasant","Controllable"
"288",3,"Uncontrollable Unpleasant",2,3,0.6641613,36,8,1,"Unpleasant","Uncontrollable"
"289",4,"Controllable Unpleasant",3,3,0,37,8,0,"Unpleasant","Controllable"
"290",4,"Uncontrollable Unpleasant",2,3,0,38,8,0,"Unpleasant","Uncontrollable"
"291",4,"Uncontrollable Perceptible",1,4,0.7976259,39,8,1,"Mild","Uncontrollable"
"292",4,"Controllable Perceptible",2,3,0.7806799,40,8,1,"Mild","Controllable"
"293",4,"Uncontrollable Unpleasant",3,3,0,41,8,0,"Unpleasant","Uncontrollable"
"294",4,"Controllable Unpleasant",4,4,0.8478136,42,8,1,"Unpleasant","Controllable"
"295",4,"Uncontrollable Perceptible",2,3,0.8642938,43,8,1,"Mild","Uncontrollable"
"296",4,"Controllable Perceptible",2,3,0.8142066,44,8,1,"Mild","Controllable"
"297",4,"Controllable Unpleasant",4,3,0.7471686,45,8,1,"Unpleasant","Controllable"
"298",4,"Uncontrollable Perceptible",2,3,0.6983247,46,8,1,"Mild","Uncontrollable"
"299",4,"Controllable Perceptible",1,2,0,47,8,0,"Mild","Controllable"
"300",4,"Uncontrollable Unpleasant",2,3,0.7972243,48,8,1,"Unpleasant","Uncontrollable"
"301",5,"Uncontrollable Unpleasant",3,3,0,49,8,0,"Unpleasant","Uncontrollable"
"302",5,"Controllable Unpleasant",4,3,0.8134753,50,8,1,"Unpleasant","Controllable"
